,word,count
333,வழிவந்த,3
334,அணிந்து,3
335,கவிஜாதன்.,3
336,மூதாதையர்,3
337,சண்டபார்க்கவர்,3
338,விண்ணிலும்,3
339,அமைந்தது.,3
340,நாள்,3
341,தூக்கிக்கொண்டு,3
342,இல்லாமல்,3
343,இது,3
344,கவிஜாதனை,3
345,ஆள்பவன்,3
346,தாயின்,3
347,கைகூப்பி,3
348,அகங்காரம்,3
349,வியாசரின்,3
350,உணர்ந்து,3
351,சிக்கி,3
352,காமத்தையும்,3
353,சொட்ட,3
354,வந்தனர்.,3
355,கண்ணீருடன்,3
356,ஆரம்பித்தாள்.,3
357,இருக்கவில்லை.,3
358,நாங்கள்,3
359,மலர்களாலும்,2
360,செலுத்தி,2
361,வேள்விச்சாலையில்,2
362,மெலிந்த,2
363,சொல்லை,2
364,மிருகங்களும்,2
365,கலங்கி,2
366,அடக்கி,2
367,வலப்பக்கம்,2
368,என்றனர்,2
369,அஸிக்னி.,2
370,ஆனகன்,2
371,அந்தக்,2
372,வெண்ணிறமான,2
373,சொன்னார்கள்.,2
374,பறந்து,2
375,முதலில்,2
376,அகத்தில்,2
377,தருணத்தில்,2
378,மனமும்,2
379,கேட்டார்.,2
380,எழுந்தன.,2
381,சேதி,2
382,குலத்தை,2
383,நிறுவி,2
384,குருஷேத்ரக்,2
385,நாள்.,2
386,ஓடிவந்து,2
387,கைகள்,2
388,“யார்,2
389,சொற்களும்,2
390,சென்றுகொண்டிருந்தான்.,2
391,சிறு,2
392,உலகத்தில்,2
393,மாட்டோம்.,2
394,ஒளிமிக்க,2
395,‘நான்,2
396,வைசம்பாயனரும்,2
397,காட்டிலிருந்து,2
398,தலைமுறைகள்,2
399,தட்சகன்,2
400,ஆங்காங்கே,2
401,முழுமை,2
402,வருணனே,2
403,நிறைத்திருக்கும்,2
404,எனக்குத்,2
405,தலைக்கோலை,2
406,தலைமேல்,2
407,தானே,2
408,நாளில்,2
409,படம்,2
410,"இறைச்சியும்,",2
411,நாகப்பாம்புகள்,2
412,மனம்,2
413,வயதில்,2
414,குவிந்த,2
415,நிறைந்திருந்தன.,2
416,மீதும்,2
417,பூதயாகம்,2
418,நைஷ்டிக,2
419,உயிருள்ள,2
420,இருகைகளையும்,2
421,அழகிய,2
422,வென்ற,2
423,எங்கள்,2
424,ஆடும்,2
425,அமர்ந்துகொண்டார்.,2
426,உன்னையும்,2
427,நகரமே,2
428,புதர்களை,2
429,தீப்பற்றி,2
430,“என்,2
431,நேரம்.,2
432,கஸ்யபன்,2
433,மகளாகிய,2
434,கால்களை,2
435,பின்னகர்ந்து,2
436,விழுந்த,2
437,ஒன்றுடன்,2
438,கைகளை,2
439,மொத்த,2
440,"மகாவியாசர்,",2
441,நிறைத்திருந்தன.,2
442,முடிவில்லாமல்,2
443,விழித்த,2
444,மன்னன்,2
445,பிரஜாபதிக்கு,2
446,விண்மீன்கள்,2
447,கன்னங்கரிய,2
448,சொல்லி,2
449,அவியாக,2
450,நினைவுகூர்ந்தார்.,2
451,செந்நிறமான,2
452,முதல்,2
453,மண்ணிலும்,2
454,பற்கள்,2
455,காட்டி,2
456,ஆணைப்படி,2
457,ரித்விக்குகள்,2
458,மீதி,2
459,அதிர்ந்து,2
460,குழந்தையும்,2
461,வேசரதேசத்தில்,2
462,அகங்காரத்தையும்,2
463,சொன்னபோது,2
464,ஆனான்.,2
465,சேவகன்,2
466,வணங்கினான்.,2
467,பட்டத்தரசி,2
468,தொடங்கினர்.,2
469,அவருள்,2
470,நாகர்குலத்தின்,2
471,ஒலித்தது.,2
472,அவன்.,2
473,வரை,2
474,மடியின்,2
475,வைதிகர்,2
476,கட்டத்தில்,2
477,நுழைந்தபோது,2
478,வாழ்ந்தார்.,2
479,பின்னால்,2
480,தீ,2
481,என்பது,2
482,நிற்கிறான்”,2
483,வாழ்க்கை,2
484,உங்களை,2
485,சுடர்விடும்,2
486,மரீசி,2
487,சக்ரவர்த்தி,2
488,ஞானியான,2
489,ஆகி,2
490,குணம்,2
491,இச்சையே,2
492,இலைகளும்,2
493,ஆராய்ந்து,2
494,யமுனையின்,2
495,மரவுரியணிந்த,2
496,என்றபடி,2
497,இருட்டை,2
498,‘நீ,2
499,உன்னால்,2
500,வைசம்பாயனரை,2
501,அமைச்சர்,2
502,ஆதியன்னை,2
503,அதில்,2
504,ஒவ்வொருவர்,2
505,பத்மபாதரும்,2
506,தலைவியான,2
507,தோன்றி,2
508,மாயையால்,2
509,உரக்கக்,2
510,மைந்தன்.,2
511,கரங்களை,2
512,நாகர்குலத்,2
513,மறுநாள்,2
514,குருதியில்,2
515,"‘ஆம்,",2
516,இன்னொரு,2
517,அறிந்த,2
518,மன்னனின்,2
519,பாம்புகளாக,2
520,முழுநிலவு,2
521,இந்தவேள்வியை,2
522,எடுக்கப்பட்ட,2
523,வேள்வியின்,2
524,தட்சகியும்,2
525,மேலெழுந்து,2
526,அதைத்,2
527,நானும்,2
528,பார்த்துவிட்டு,2
529,வேள்விக்கூடமே,2
530,உத்தங்கர்.,2
531,தர்மபதம்,2
532,பைலர்,2
533,பொருள்,2
534,புரிந்துகொண்டான்.,2
535,வயிற்றில்,2
536,அஸ்தினபுரியை,2
537,சென்றனர்.,2
538,ஏற்று,2
539,வேட்டையாடி,2
540,அதுவரை,2
541,இருக்கக்,2
542,பீடத்தில்,2
543,நகரம்,2
544,மண்ணிலிறங்கிய,2
545,எழுதி,2
546,வேள்வியைத்,2
547,வேள்விமண்டபத்தின்,2
548,மண்ணை,2
549,ஆண்டுகள்,2
550,"சொன்னான்,",2
551,மண்,2
552,பெருகி,2
553,செய்தேன்.,2
554,எங்களுக்கு,2
555,அக்கணமே,2
556,பின்,2
557,விட்டு,2
558,கேட்டதும்,2
559,கை,2
560,மரீசியின்,2
561,முடிவில்லாத,2
562,வாய்,2
563,"சத்வ,",2
564,பதினாறு,2
565,ஓடிச்சென்று,2
566,தோன்றியது.,2
567,சின்னஞ்சிறு,2
568,செம்மண்,2
569,நெளிந்து,2
570,குணத்தை,2
571,அறம்,2
572,தேடிவந்து,2
573,தெரிந்தது.,2
574,மோதும்,2
575,"உடலும்,",2
576,தாழை,2
577,பல்லாயிரம்,2
578,வேறு,2
579,சூழ்ந்த,2
580,தலைப்பாகைகள்,2
581,சமீகரின்,2
582,ஆகுக!”,2
583,மாமன்னர்,2
584,தீயில்,2
585,அணுகி,2
586,கண்களிலிருந்து,2
587,வரம்,2
588,குருநாதரே’,2
589,ஆணையிட்டார்.,2
590,அமரச்செய்து,2
591,அசைவை,2
592,வேள்விக்கூடத்தில்,2
593,கூடிய,2
594,திறந்து,2
595,சொடுக்கவும்],2
596,படகில்,2
597,அனைவரையும்,2
598,நிறத்தில்,2
599,கலந்த,2
600,இருந்தது,2
601,"குரலில்,",2
602,காலடியில்,2
603,கிழக்கே,2
604,முளைத்த,2
605,தேய்த்து,2
606,காமமும்,2
607,கட்டி,2
608,உதடுகள்,2
609,பல,2
610,பூசிய,2
611,செய்திகேட்டு,2
612,நாயின்,2
613,உத்தரை,2
614,வெல்லமுடியாத,2
615,கத்ருதேவி,2
616,ரதசாலை,2
617,அவரும்,2
618,கணபதியை,2
619,புத்தம்புதிய,2
620,களத்தில்,2
621,அளித்த,2
622,அவர்களை,2
623,ஆகுக’,2
624,அவர்களுக்கு,2
625,உருவி,2
626,நெருப்பை,2
627,கனத்த,2
628,பற்றிக்கொண்டான்.,2
629,அவியளித்து,2
630,நீங்கள்?,2
631,எதுவும்,2
632,அமைதியாக,2
633,குதிரைகள்,2
634,விதை,2
635,நீராடி,2
636,குருகுலத்தின்,2
637,விலக்கி,2
638,பெருங்காவியத்தின்,2
639,வந்திருந்த,2
640,கடைசி,2
641,அடைந்த,2
642,நோக்கம்,2
643,பாம்பும்,2
644,சரமை,2
645,ஆகுதியாக்கினர்.,2
646,அந்தத்,2
647,காவல்,2
648,கண்களுடன்,2
649,நெய்யும்,2
650,நிமித்திகன்,2
651,தட்சகனின்,2
652,குன்றாத,2
653,எந்த,2
654,வைத்தனர்.,2
655,சுருதசேனன்,2
656,துவைபாயன,2
657,படர்ந்து,2
658,தட்சன்.,2
659,ரிஷியின்,2
660,ஜனமேஜய,2
661,குலகுருவான,2
662,அவருடைய,2
663,‘உனக்கு,2
664,தம்பியர்,2
665,காவியத்தின்,2
666,முகத்தில்,2
667,பறவைகளும்,2
668,திறந்த,2
669,அறியாத,2
670,வாழ்க்கையை,2
671,கரங்களுடன்,2
672,முதன்மை,2
673,சில,2
674,துடித்து,2
675,மீன்கள்,2
676,பதில்,2
677,உள்ளது.,2
678,தழுவி,2
679,உங்களுக்கு,2
680,ஒன்றே.,2
681,இரவும்,2
682,அமுதகலசச்,2
683,உடைந்த,2
684,துதிக்கை,2
685,நீட்டி,2
686,உடைத்து,2
687,கொண்டிருந்தார்.,2
688,வியாசரிடம்,2
689,அதர்வ,2
690,முனிவர்களும்,2
691,மண்ணுலகை,2
692,கற்ற,2
693,நீர்,2
694,வலப்பக்கமாகச்,2
695,அவியாக்கப்பட்டன.,2
696,அமைச்சர்களும்,2
697,மிகுந்த,2
698,அவருக்குள்,2
699,வெளிவந்து,2
700,கண்டதுமே,2
701,இருக்காது…,2
702,பகலும்,2
703,முனிவர்களின்,2
704,மண்ணுக்கும்,2
705,வெளிவந்த,2
706,தலையை,2
707,சுற்றி,2
708,அஸ்தினபுரிக்கு,2
709,நாய்க்குட்டி,2
710,செல்ல,2
711,"போல,",2
712,கணத்தில்,2
713,ஒன்றின்,2
714,படத்தின்மேல்,2
715,புஷ்கரவனத்தில்,2
716,அவையெல்லாம்,2
717,நெளியும்,2
718,சுழற்றியபடி,2
719,முடிக்கமுடியாது”,2
720,ஒருகணம்கூட,2
721,அணைத்து,2
722,சர்ப்பசத்ர,2
723,ஓடும்,2
724,உடலுக்குள்,2
725,ஆளும்,2
726,தாங்கிய,2
727,வேள்விக்கூடத்தின்,2
728,மக்கள்,2
729,சூதர்கள்,2
730,வியாசவனம்,2
731,வியாசனின்,2
732,மடியில்,2
733,அரண்மனையில்,2
734,ஒளியில்,2
735,மட்டும்தான்,2
736,அளித்தனர்.,2
737,அவர்களில்,2
738,உடைத்தபோது,2
739,அன்றிரவு,2
740,ஆனார்.,2
741,இமையத்தின்,2
742,விழுந்தபோது,2
743,கோரினார்.,2
744,கிருஷ்ணன்,2
745,அங்கிருந்த,2
746,குலக்கதைகள்,2
747,அலைந்தார்.,2
748,தெரியும்,2
749,அதற்கான,2
750,தொடங்கியது.,2
751,விழுந்தது.,2
752,உரசி,2
753,பாதங்களை,2
754,என்பெயர்,2
755,கூரை,2
756,சித்தத்தை,2
757,வேள்வித்தீயில்,2
758,நீரும்,2
759,தொடங்கின.,2
760,பரீட்சித்தை,2
761,விழிகளால்,2
762,உடலை,2
763,எனக்களித்த,2
764,கடந்து,2
765,சற்றே,2
766,ஆலமரத்தடியில்,2
767,உருவாகிவந்தன.,2
768,பார்க்கும்,2
769,எடுத்துக்கொண்டு,2
770,அவனுடைய,2
771,பிறர்,2
772,முற்றிலும்,2
773,என்னில்,2
774,சற்று,2
775,மறைந்த,2
776,பதின்மூன்றாவது,2
777,ஆறு,2
778,அடைந்தான்.,2
779,செய்த,2
780,தந்தையின்,2
781,உடலுக்குள்ளே,1
782,ஓடைநீரை,1
783,ஓடையைத்,1
784,அதிகாலையில்,1
785,செய்தி,1
786,கொள்ளச்செய்தனர்.,1
787,அதுவரையிலான,1
788,அவளுடன்,1
789,கோரினாள்.,1
790,நான்காம்,1
791,அந்தக்கணத்திலிருந்து,1
792,என்றன.,1
793,நீந்துவதுபோலச்,1
794,நெளிந்துகொண்டிருந்த,1
795,அவன்கூட,1
796,மகாசர்ப்பசத்ர,1
797,நின்றது.,1
798,என்றது,1
799,வங்கத்திலும்,1
800,"காகங்களும்,",1
801,வடித்தபடி,1
802,”அவர்,1
803,சடலங்கள்மீதும்,1
804,வைத்துவிட்டு,1
805,"கிருபர்,",1
806,திகைத்தவராக,1
807,என்ன?,1
808,தொலைவுள்ள,1
809,ஆயுள்,1
810,திரும்பிப்பார்க்கவேயில்லை,1
811,"தாண்டி,உத்தங்கரின்",1
812,கட்டுப்படுத்தினர்.,1
813,பேசமுடியவில்லை.,1
814,வேள்விகளால்,1
815,தீமையே,1
816,அதர்வவேத,1
817,"முட்டியும்,",1
818,ஆசியளித்திருக்கவேண்டும்.,1
819,விழுந்தன.,1
820,“ஆம்,1
821,“தர்மத்தை,1
822,பாரதவர்ஷமெங்கும்,1
823,மணல்வெளியின்,1
824,பாடல்கள்,1
825,மரணத்தை,1
826,தசை,1
827,குழந்தைபோல,1
828,நிறுத்திவிட்டு,1
829,என்கடமை,1
830,இருட்டை….தீமையை”,1
831,முத்தாகி,1
832,உருவாகியது.,1
833,வல்லமையாக,1
834,மாயாவடிவமெடுத்து,1
835,என்னிடம்,1
836,வளர்த்தேன்.,1
837,நகரும்,1
838,பந்தல்களைத்,1
839,கார்மிகர்கள்,1
840,வெல்வதற்கு,1
841,வேட்டையில்,1
842,இறக்கினான்.,1
843,நெருங்கி,1
844,உடைமைகளனைத்தையும்,1
845,கொண்டுவந்திருந்த,1
846,சிறியவாலை,1
847,அழைத்துச்சென்று,1
848,“நாம்,1
849,ஆகுதிகள்,1
850,விலகிச்செல்வதையே,1
851,மனம்சோர்ந்து,1
852,பைலர்.,1
853,தாடியாகவும்,1
854,கட்டைவிரலை,1
855,வேண்டியது,1
856,முதற்பெரும்,1
857,உணர,1
858,வழிதவறி,1
859,மைந்தனும்,1
860,வட்டமாக,1
861,வேண்டிய,1
862,இதயத்துடிப்புகள்,1
863,உண்டும்,1
864,துடுக்கு,1
865,அச்சத்துடன்,1
866,தேடிவந்த,1
867,தொடுகையில்,1
868,காரணமாகக்,1
869,ஒன்றே,1
870,சலித்து,1
871,அங்கீகரித்துவிட்டான்!,1
872,காணிக்கையாகக்,1
873,மானுடத்தின்,1
874,தங்களவர்,1
875,"சினத்தால்,",1
876,அஸிக்னிக்கும்,1
877,முட்டையை,1
878,காட்டுக்குச்,1
879,சொன்னேன்.,1
880,வாழ்கிறோம்’,1
881,குடியிருக்கிறது.,1
882,கண்ணெட்டும்,1
883,நாளிலேயே,1
884,குடில்கள்,1
885,அசையும்,1
886,மூங்கில்செறிவுக்கு,1
887,மீண்டுவந்தான்.,1
888,வயிற்றை,1
889,வெம்மை,1
890,காடுகளின்,1
891,உலகத்தைப்பார்த்தபோதுதான்,1
892,திராவிடச்சேர,1
893,அழுக்குகள்,1
894,அடைக்கலம்,1
895,இலக்கு.,1
896,முடிவடையக்கூடாது,1
897,கொண்டுவரச்சொன்னார்.,1
898,நூல்களையெல்லாம்,1
899,வலதுகையின்,1
900,நன்றாக,1
901,முதிர்ந்து,1
902,சந்திரர்களுமாக,1
903,வேள்விச்சாலை,1
904,மங்கல,1
905,இதன்,1
906,இருக்கிறேன்’,1
907,வேள்விப்பொருளாக,1
908,மாமன்னர்கள்,1
909,சண்டபார்க்கவரும்,1
910,துளியிருள்,1
911,முழுமையாகவேண்டும்.,1
912,சொல்லட்டும்…இந்த,1
913,அவருடலில்,1
914,கண்டடைந்தார்.,1
915,பொழிந்துகொண்டிருந்த,1
916,செறிந்த,1
917,அறமும்,1
918,இறுகியபின்,1
919,புகுந்துகொண்டது.,1
920,ஆடைநுனியை,1
921,செம்மண்குன்று,1
922,கண்டபடி,1
923,காணிக்கைகளைக்,1
924,நிகழும்,1
925,தவித்தபடி,1
926,குறுங்காட்டைத்,1
927,ஐம்பத்தாறுநாட்டு,1
928,வந்தேன்’,1
929,பட்டாடையைப்போட்டு,1
930,கடும்,1
931,கவனித்தபடி,1
932,போர்த்தியிருந்தனர்.,1
933,மேலேறியது.,1
934,நெருங்கிவந்து,1
935,எரிந்தழிக,1
936,சொன்ன,1
937,நீரைத்,1
938,மன்னரே!,1
939,அவரைக்,1
940,வெளியில்,1
941,வெங்காற்றிலும்,1
942,கையிலெடுத்து,1
943,கண்மூடி,1
944,ஆதித்யனாகவும்,1
945,வீரியமே,1
946,சொற்களாக,1
947,மணியும்,1
948,தோண்டி,1
949,பாட்டிவழி,1
950,குலவரலாறு,1
951,மோதிச்,1
952,சூரியன்,1
953,இருந்தாலும்,1
954,உறங்கும்,1
955,புரிந்துகொள்வார்கள்…,1
956,அணுகியதும்,1
957,கொடுத்தான்.,1
958,அறிந்தேன்.,1
959,மாமன்னரே!,1
960,அதுமட்டும்தான்,1
961,ஒளிவிடும்,1
962,நாகத்திலிருந்து,1
963,நடந்தபோது,1
964,வண்டிகளில்,1
965,வட்டவடிவமான,1
966,நீலநிறத்தலைப்பாகை,1
967,மனைவி,1
968,லதாமண்டபத்தில்,1
969,தோற்றுவிடுவார்கள்’,1
970,ஆலோசனை,1
971,களத்தில்பட்ட,1
972,யமுனைநதிக்கரையில்,1
973,தாவி,1
974,அவனைப்போன்றே,1
975,"“ஆஸ்திகரே,",1
976,சாபம்,1
977,சுழன்றன.,1
978,எந்தக்,1
979,ஓங்காரமெழுப்பி,1
980,மரத்தில்,1
981,"விபீஷணன்,",1
982,ஒருகாலத்தில்,1
983,கண்களாக,1
984,மகளாக,1
985,எனக்கும்,1
986,உயரமான,1
987,"கூரைக்குவை,",1
988,மலர்வீசி,1
989,பகடைகளை,1
990,விதியைச்,1
991,அன்றே,1
992,வழிசொன்னார்.,1
993,என்னால்,1
994,அன்று.ஆடிமாதம்,1
995,ஆன்ம,1
996,பதற்றத்துடன்,1
997,இதற்காகத்தான்.,1
998,அமைதியான,1
999,இல்லை”,1
1000,மடலை,1
1001,உள்ளது”,1
1002,"பிதாமகர்,",1
1003,முழுமை.,1
1004,வானத்திலிருந்த,1
1005,பிரிந்தன.,1
1006,நாகர்குல,1
1007,மாயைகள்,1
1008,கதவை,1
1009,சிற்றமைச்சனிடம்,1
1010,துப்பியபடி,1
1011,தலைச்சுமையாக,1
1012,இந்திரப்பிரஸ்தத்தின்,1
1013,ஆவேன்.,1
1014,சூடி,1
1015,அளிக்கப்பட்டிருக்கின்றன.,1
1016,எத்தனை,1
1017,ஏறிக்கொண்டன.,1
1018,அறிந்தனர்.,1
1019,வேள்விப்பீடத்தில்,1
1020,நோக்கித்திரும்பியது.,1
1021,நடுங்கிக்கொண்டிருப்பதைக்,1
1022,மெத்தையும்,1
1023,கம்பளத்தோடு,1
1024,இருக்கிறீர்களா?”,1
1025,அங்கு,1
1026,சிவனை,1
1027,அமர்ந்துகொண்டான்.,1
1028,கவச,1
1029,விருந்தினருக்கான,1
1030,‘நினைத்தேன்.,1
1031,அசைவில்லாமல்,1
1032,"சுருதசேனன்,",1
1033,அதிர்ந்தான்.,1
1034,வழியில்லை,1
1035,அகங்காரமுமாக,1
1036,உபவேள்விகள்,1
1037,துழாவியும்,1
1038,கொண்டுவா,1
1039,அதற்கு,1
1040,புரியாதவை,1
1041,ஒன்றாகிவிட்டதாக,1
1042,நெளித்து,1
1043,விரைத்து,1
1044,பாடினார்கள்.,1
1045,செய்தியைக்,1
1046,"“அரசே,",1
1047,குருஷேத்ரமாகியது”,1
1048,வானகங்கள்,1
1049,நான்’,1
1050,தலைகளில்,1
1051,ஆலமரத்தின்,1
1052,உருவானார்கள்.,1
1053,நாகபடம்,1
1054,‘முழுமைநிலையன்றி,1
1055,மலைத்தேனை,1
1056,பல்லியமும்,1
1057,தாடியும்,1
1058,வேலுடன்,1
1059,சேரும்போது,1
1060,உயிர்விடுவாய்’,1
1061,நாட்டை,1
1062,பூச்சிகளே,1
1063,செல்வம்,1
1064,தொலைதூர,1
1065,கனிவை,1
1066,எரித்தழிப்பது,1
1067,ஹோதாவான,1
1068,அவருடன்,1
1069,சக்தியை,1
1070,வில்லென,1
1071,அவர்களனைவரும்,1
1072,மூடிய,1
1073,நீங்கள்தான்,1
1074,கண்ணயர்ந்துவிட்டேன்.,1
1075,உனக்களித்த,1
1076,ஆலமரங்கள்,1
1077,வளைவுக்குமேல்,1
1078,வேள்விக்குளத்தின்,1
1079,எழுந்தருள்கிறார்!”,1
1080,அதிர்ச்சியுடன்,1
1081,புதைகுழியிலிருந்து,1
1082,திரௌபதி,1
